ID,V_fMag,V_fPhase,I_fMag,I_fPhase,Power_fW,Power_fVar,Power_fVa,Power_fPf,Power_fQ,Freq,Year,Seconds_of_Year,
683,24.1366,1.9321,0.015596,-0.570374,-0.005445,0.003404,0.151381,0.000225,-0.112158,61.7543,2018,21236424,
684,33.6651,1.91106,0.015622,-1.00937,-0.006286,0.042267,0.271893,0.033461,-0.039328,59.7264,2018,21236425,
685,53.5269,1.9356,0.015645,-0.640451,-0.008845,0.222183,0.384536,0.187994,-0.028501,60.1188,2018,21236426,
686,53.2594,1.94061,0.015622,-1.38535,-0.007225,0.128022,0.476876,0.107258,-0.104705,59.5527,2018,21236427,
687,53.2632,1.94597,0.015622,-0.418317,-0.007203,0.330704,0.400301,0.282797,-0.070876,59.8535,2018,21236428,
688,53.2656,1.95027,0.015596,-0.411192,-0.007522,0.177222,0.223745,0.149718,-0.045905,59.8098,2018,21236429,
689,53.2666,1.95445,0.015605,0.581495,-0.007374,0.249979,0.680614,0.212801,-0.036273,59.891,2018,21236430,
690,53.2676,1.95922,0.015621,-1.34728,-0.0079,0.008669,0.256026,0.003558,-0.054207,60.2016,2018,21236431,
691,53.2683,1.96356,0.015619,-0.938341,-0.007296,0.025359,0.504136,0.018313,-0.0574,59.7878,2018,21236432,
692,53.2686,1.968,0.015614,-1.00354,-0.007322,-0.376906,0.581576,-0.330071,-0.030061,59.9512,2018,21236433,
693,53.2686,1.97243,0.015637,-0.791525,-0.007121,0.56147,0.596772,0.482687,-0.029904,60.1119,2018,21236434,
694,53.269,1.9769,0.015601,-0.726529,-0.007247,-0.050068,0.538088,-0.046984,-0.027508,59.5078,2018,21236435,
695,53.2697,1.98145,0.015604,-0.928796,-0.008152,0.193911,0.232306,0.163855,-0.211657,59.7263,2018,21236436,
696,53.2696,1.98606,0.015628,0.056861,-0.007991,-0.229623,0.742848,-0.202855,-0.0673,60.2984,2018,21236437,
697,53.2699,1.99041,0.015623,-1.23963,-0.008669,-0.285742,0.596867,-0.251795,-0.018064,59.5462,2018,21236438,
698,53.27,1.99496,0.015631,-1.50845,-0.007984,-0.228476,0.543526,-0.201858,-0.028873,60.1928,2018,21236439,
699,53.2698,1.99927,0.015605,-0.289546,-0.007844,-0.17674,0.406169,-0.156983,-0.018202,60.1898,2018,21236440,
700,53.2698,2.00361,0.015628,-1.53096,-0.007025,0.038035,0.40656,0.029426,-0.032302,60.4095,2018,21236441,
701,53.2703,2.00864,0.015638,-0.632337,-0.006998,0.198707,0.361326,0.168587,-0.083118,60.7134,2018,21236442,
702,53.2706,2.0126,0.015637,-0.597355,-0.008377,0.018609,0.559944,0.011927,-0.064973,59.4856,2018,21236443,
703,53.2707,2.01757,0.015602,-0.020286,-0.008645,0.172747,0.624608,0.145281,-0.013743,59.6786,2018,21236444,
704,53.2705,2.02175,0.015615,-1.0615,-0.007831,0.543676,0.619682,0.466922,-0.0194,60.2275,2018,21236445,
705,53.2708,2.02635,0.015589,0.348664,-0.008561,0.095151,0.211668,0.078122,-0.054373,59.5518,2018,21236446,
706,53.2704,2.03089,0.015613,-1.48565,-0.009249,-0.262932,0.264619,-0.23233,-0.146742,60.0039,2018,21236447,
707,53.2708,2.0353,0.015598,-1.42686,-0.008796,-0.42074,0.568569,-0.368769,-0.040155,59.8801,2018,21236448,
708,53.2707,2.03989,0.015622,-0.976241,-0.00713,0.433441,0.500496,0.371806,-0.039327,59.9531,2018,21236449,
709,53.2709,2.04443,0.015632,-0.315535,-0.006993,0.242435,0.64428,0.206458,-0.014385,59.6116,2018,21236450,
710,53.271,2.04881,0.015599,-0.543471,-0.008,-0.204991,0.394784,-0.181528,-0.027282,59.7363,2018,21236451,
711,53.2709,2.05336,0.015624,-1.06387,-0.007379,0.070495,0.474116,0.057361,-0.037479,59.8482,2018,21236452,
712,53.271,2.05793,0.015623,0.00205,-0.007124,-0.076422,0.152105,-0.069745,-0.063205,60.6356,2018,21236453,
713,53.2705,2.06213,0.015623,-0.584413,-0.006265,0.368832,0.44932,0.316286,-0.016266,60.8931,2018,21236454,
714,53.271,2.06658,0.015614,-0.016258,-0.006747,0.447395,0.513136,0.384082,-0.023023,60.9883,2018,21236455,
715,53.2713,2.071,0.01563,-0.178033,-0.007835,0.370954,0.37144,0.317338,-0.167635,60.0813,2018,21236456,
716,53.2716,2.07581,0.015587,-0.692584,-0.006935,0.176125,0.340781,0.149061,-0.055992,60.7895,2018,21236457,
717,53.2715,2.08016,0.01561,-1.86522,-0.007924,-0.501257,0.533638,-0.438063,-0.018325,60.7605,2018,21236458,
718,53.2716,2.08432,0.015608,0.323617,-0.006228,0.314905,0.744175,0.269601,-0.009992,59.6739,2018,21236459,
719,53.2716,2.0892,0.015635,-0.641818,-0.00706,0.016111,0.49708,0.010422,-0.037432,59.8326,2018,21236460,
720,53.2716,2.09364,0.015637,-0.558173,-0.006532,-0.032023,0.477475,-0.030999,-0.03996,60.0148,2018,21236461,
721,53.2714,2.09801,0.015596,-1.29721,-0.007991,-0.341825,0.566805,-0.300025,-0.02518,59.4935,2018,21236462,
722,53.2715,2.10278,0.015573,-0.872374,-0.008193,0.214751,0.470302,0.181883,-0.064611,58.4281,2018,21236463,
723,53.2718,2.10725,0.015593,-1.60585,-0.007704,-0.379735,0.412747,-0.332712,-0.028457,60.0878,2018,21236464,
724,53.2717,2.11153,0.015594,-0.915676,-0.008535,0.403052,0.483109,0.344785,-0.016098,59.2106,2018,21236465,
725,53.2715,2.11619,0.015632,-0.366671,-0.006987,0.369108,0.643623,0.316163,-0.021778,59.1934,2018,21236466,
726,53.2712,2.12081,0.015593,-0.756486,-0.008076,0.07337,0.437848,0.059502,-0.035012,60.1644,2018,21236467,
727,53.2718,2.12527,0.015604,0.291327,-0.008046,0.189313,0.61874,0.159927,-0.032398,60.0486,2018,21236468,
728,0.199773,3.09603,0.016208,-0.369042,-0.004606,-0.002566,0.005504,-0.004525,-0.829477,60.5877,2018,21414439,
729,0.200138,2.90581,0.016213,-0.748548,-0.004613,-0.003242,0.005712,-0.005114,-0.820525,58.9367,2018,21414440,
730,0.200071,2.68979,0.016199,-0.046433,-0.004607,0.001096,0.005708,-0.001355,-0.775734,60.1804,2018,21414441,
731,0.199387,-0.713626,0.016138,-0.948244,-0.00456,0.000182,0.005856,-0.002122,-0.802406,58.8495,2018,21417169,
732,0.198921,-0.711947,0.016118,0.199494,-0.004546,0.002723,0.005368,8.5e-05,-0.84084,58.9356,2018,21417170,
733,0.198966,-0.75008,0.016113,-0.254363,-0.004549,-0.001449,0.00584,-0.003529,-0.786647,60.9655,2018,21417171,
734,0.198791,-2.3252,0.016105,0.284476,-0.004544,-0.003842,0.006032,-0.005599,-0.697541,58.9295,2018,21417797,
735,0.198895,-2.49148,0.016102,-1.0444,-0.004548,-0.00257,0.00551,-0.0045,-0.730493,59.7799,2018,21417798,
736,0.199117,-2.61118,0.016107,-0.739925,-0.004553,-0.001678,0.005261,-0.00373,-0.779155,59.0601,2018,21417799,
737,0.198206,-2.63118,0.016034,0.138968,-0.004499,-0.00068,0.005902,-0.002838,-0.692714,59.7876,2018,21420104,
738,0.198503,-2.63317,0.016069,-0.292212,-0.004535,-0.000361,0.005377,-0.00258,-0.786618,60.2221,2018,21420105,
739,0.197896,0.082119,0.01603,-0.539802,-0.004493,0.000175,0.005544,-0.002095,-0.746587,61.9402,2018,21420974,
740,0.19824,0.058907,0.016018,-0.99007,-0.004496,-0.000242,0.005835,-0.002458,-0.741005,60.7419,2018,21420975,
741,0.197579,-0.312889,0.016001,-1.38003,-0.004486,0.003173,0.005533,0.000505,-0.835933,59.6742,2018,21421880,
742,0.19766,-2.174,0.015996,-1.0226,-0.004481,-0.004156,0.006134,-0.00584,-0.706102,59.3445,2018,21421983,
743,0.197755,-2.06257,0.016026,0.02114,-0.004494,-0.002515,0.005223,-0.004425,-0.804112,59.2082,2018,21421984,
744,0.197678,0.761964,0.016014,-1.41407,-0.004488,0.001369,0.005413,-0.001059,-0.746751,59.7798,2018,21422104,
745,0.19801,0.829568,0.016039,-0.873268,-0.004503,0.004286,0.006224,0.001461,-0.700909,60.0323,2018,21422105,
746,0.197931,1.32753,0.016038,-0.54039,-0.004505,0.000341,0.005539,-0.001957,-0.802091,59.6941,2018,21422276,
747,0.197366,-0.844876,0.015987,-0.184376,-0.004472,-0.000199,0.005363,-0.002409,-0.755016,60.8653,2018,21422408,
748,0.197332,-0.838679,0.015984,-1.29674,-0.004481,0.003744,0.00589,0.001002,-0.831495,59.4321,2018,21422409,
749,0.213206,2.87307,0.017409,-1.13696,-0.005381,-0.003772,0.006641,-0.005957,-0.817141,59.9441,2018,21477369,
750,0.213171,-0.286531,0.017456,-1.14009,-0.0054,0.003926,0.006842,0.0007,-0.718824,59.8069,2018,21478763,
751,0.213006,-0.124378,0.017408,-1.04496,-0.005374,0.005058,0.007436,0.001694,-0.781271,59.4317,2018,21478764,
752,0.213012,0.037956,0.017408,-0.396225,-0.005377,0.001415,0.007406,-0.001463,-0.777979,58.798,2018,21478765,
753,0.212977,0.748992,0.017417,-0.366268,-0.005382,0.002088,0.006805,-0.000882,-0.807718,61.23,2018,21478887,
754,0.21309,0.963337,0.017438,-0.901531,-0.005398,0.002547,0.007125,-0.000494,-0.755869,60.7275,2018,21478888,
755,0.21332,-2.57515,0.017422,-0.778893,-0.005388,0.000437,0.006224,-0.002315,-0.81755,60.5612,2018,21479188,
756,0.213133,-2.39214,0.01741,-0.155393,-0.005377,-0.002201,0.006274,-0.004595,-0.81227,59.945,2018,21479189,
757,0.213563,0.47657,0.017457,-1.11283,-0.0054,0.001533,0.007444,-0.001373,-0.779779,58.5711,2018,21479277,
758,0.213022,0.652462,0.01743,-1.19885,-0.005385,0.003958,0.006762,0.000735,-0.778364,58.8276,2018,21479278,
759,0.213427,0.855499,0.017448,-1.79795,-0.005403,0.001651,0.006628,-0.001272,-0.806478,59.3033,2018,21479279,
760,0.20733,-0.18106,0.01691,-0.195667,-0.005043,0.000661,0.005945,-0.001948,-0.78299,60.4449,2018,21486079,
761,0.207378,-0.174525,0.016887,-1.11926,-0.005034,0.00362,0.006367,0.000618,-0.769516,61.0025,2018,21486080,
762,0.207489,-0.171552,0.016897,-0.932027,-0.005038,0.002742,0.005829,-0.000145,-0.821414,59.708,2018,21486081,
763,0.203394,-1.09775,0.01651,-0.756772,-0.004797,0.000718,0.005779,-0.001777,-0.792337,60.5797,2018,21826058,
764,0.203193,-0.986437,0.016469,-1.1382,-0.004776,0.000999,0.006424,-0.001523,-0.73685,59.3899,2018,21826059,
765,0.203403,-0.873912,0.01651,-0.34713,-0.004788,-0.000213,0.005579,-0.002578,-0.808194,59.1517,2018,21826060,
766,0.203761,-0.740106,0.016528,-1.06677,-0.0048,0.002511,0.005866,-0.000225,-0.771861,61.835,2018,21826061,
767,0.203469,-0.636576,0.016499,-0.355825,-0.004796,0.002039,0.005373,-0.000632,-0.784687,59.9264,2018,21826062,
768,0.20337,-0.484387,0.016478,-1.34563,-0.004779,0.000921,0.00548,-0.001592,-0.762364,59.5607,2018,21826063,
